Column1,Title,Location,Currency,Price,Serviced,Newly Built,Furnished,Bedrooms,Bathrooms,Toilets,Neighborhood
0,Shops,Allen Avenue Roundabout Allen Avenue Ikeja Lagos,₦,"750,000",1,0,0,0 beds,0 baths,0 Toilets,Allen Avenue
1,Newly Built 5 Bedrooms Detached Triplex,"Eso Close, Off Oduduwa Crescent, Gra Ikeja, Lagos Ikeja Gra Ikeja Lagos",₦,"280,000,000",0,1,0,5 beds,5 baths,6 Toilets,GRA
2,1800m2 Land,Off Adedayo Banjo Street Opebi Ikeja Lagos,₦,"220,000,000",0,0,0,0 beds,0 baths,0 Toilets,Opebi
3,5 Bedroom Fully Detached Duplex,Magodo Ikeja Lagos,₦,"300,000,000",0,1,0,5 beds,6 baths,6 Toilets,Other Ikeja
4,Luxury Built 4bedroom Fully Detached Duplex,Ikeja Lagos,₦,"295,000,000",1,1,0,4 beds,5 baths,5 Toilets,Other Ikeja
5,Massive 5 Bedroom Fully Detached Duplex,Magodo Ikeja Lagos,₦,"250,000,000",0,1,0,5 beds,6 baths,6 Toilets,Other Ikeja
6,A Newly Built & Tastefully Finished Luxury 5bedroom Fully Detached Duplex For Sale!!!,Ikeja Gra Ikeja Lagos,₦,"225,000,000",0,0,0, beds, baths, Toilets,GRA
7,Massively Built & Tastefully Finished Luxury Block Of 7flats Of 3bedroom Each For Sale!!!,Alausa Ikeja Lagos,₦,"500,000,000",0,1,0,3 beds,3 baths,3 Toilets,Alausa
8,"A Brand Newly Built & Tastefully Finished Luxury 5bedroom Fully Detached Duplex+ A Room Bq, Gym + Swimming Pool Area For Sale!!!",Ikeja Gra Ikeja Lagos,₦,"280,000,000",0,1,0,5 beds,5 baths,5 Toilets,GRA
9,3 Bedroom Apartment,Ikeja Gra Ikeja Lagos,₦,"90,000,000",1,1,0,3 beds,4 baths,4 Toilets,GRA
10,4 Bedroom Semi Detached House With Bq,Toyin Street Ikeja Lagos,₦,"130,000,000",0,0,0,4 beds,4 baths,5 Toilets,Other Ikeja
11,Luxury 2units Of 5bedroom Semi Detached Duplex+ A Room Bq For Sale!!!,Ikeja Gra Ikeja Lagos,₦,"170,000,000",1,1,0,5 beds,5 baths,5 Toilets,GRA
12,Luxury 3bedroom Maisonette,Ikeja Gra Ikeja Lagos,₦,"110,000,000",1,1,0,3 beds,3 baths,4 Toilets,GRA
13,2 Units Of 5 Bedrooms Semi Detached Houses,Opebi Ikeja Lagos,₦,"200,000,000",0,0,0,5 beds, baths, Toilets,Opebi
14,Luxury 3 Bedroom Maisonette,Ikeja Gra Ikeja Lagos,₦,"120,000,000",1,1,0,3 beds,3 baths,4 Toilets,GRA
15,Luxury 4 Bedroom Maisonette,Ikeja Gra Ikeja Lagos,₦,"140,000,000",1,1,0,4 beds,4 baths,5 Toilets,GRA
16,An Industrial Property Of 3 Bays Warehouse,Oba Akran Ikeja Lagos,₦,"600,000,000",0,0,0, beds, baths, Toilets,Other Ikeja
17,"A Newly Built (5) Bedroom Detached Duplex @ Omole Phase 1, Ikeja.",Maryland Ikeja Lagos,₦,"350,000,000",0,0,1,5 beds,6 baths,7 Toilets,Maryland
18,Newly Built 4 Bedroom Semidetached Duplex At Ajao Estate,Airport Road(ikeja) Ikeja Lagos,₦,"80,000,000",0,1,0, beds, baths, Toilets,Airport Road
19,4units Of 3 Bedroom Flat,Off Valley Estate Cement Mangoro Ikeja Lagos,₦,"60,000,000",0,0,0,3 beds,0 baths,0 Toilets,Other Ikeja
20,Plaza On 1200sqms Land,"Off Allen Avenue,ikeja Allen Avenue Ikeja Lagos",₦,"280,000,000",0,0,0, beds, baths, Toilets,Allen Avenue
21,Land,"Off Allen Avenue, Ikeja Allen Avenue Ikeja Lagos",₦,"95,000,000",0,0,0,0 beds,0 baths,0 Toilets,Allen Avenue
22,Luxury 3 Bedroom Apartment,Ikeja Gra Ikeja Lagos,₦,"90,000,000",1,1,0,3 beds,3 baths,4 Toilets,GRA
23,Luxury 5 Bedroom Detached Duplex,Ikeja Lagos,₦,"350,000,000",1,1,0,5 beds,5 baths,6 Toilets,Other Ikeja
24,Luxury 4 Bedroom Detached Duplex,Magodo Ikeja Lagos,₦,"295,000,000",1,1,0,4 beds,4 baths,5 Toilets,Other Ikeja
25,Luxury 3 Bedroom Flat,Allen Avenue Ikeja Lagos,₦,"55,000,000",0,0,0,3 beds,0 baths,0 Toilets,Allen Avenue
26,Mega Filling Station,Ikeja Lagos,₦,"1,000,000,000",0,0,0,0 beds,0 baths,0 Toilets,Other Ikeja
27,Furnished Mini Flat,Off Toyin Street Toyin Street Ikeja Lagos,₦,"17,000,000",0,0,1,0 beds,0 baths,0 Toilets,Other Ikeja
28,"Commercial Property On 4 Floor Along Awolowo Way, Computer Village, Ikeja",Obafemi Awolowo Way Ikeja Lagos,₦,"500,000,000",0,0,0, beds, baths, Toilets,Awolowo Way
29,Fenced 7½ Acres Of Land With Warehouses,Oba Akran Ikeja Lagos,₦,"9,500,000,000",0,0,0,0 beds,0 baths,0 Toilets,Other Ikeja
30,3bedroom Terrace House + Bq,Ikeja Gra Ikeja Lagos,₦,"125,000,000",0,0,1,3 beds,5 baths,5 Toilets,GRA
31,4 Bedroom Wing Of Duplex,Adeniyi Jones Ikeja Lagos,₦,"220,000,000",0,0,0,0 beds,0 baths,0 Toilets,Adeniyi Jones
32,A Unique Executive 41 Rooms Hotel,Allen Avenue Ikeja Lagos,₦,"1,400,000,000",0,0,1,0 beds,10 baths,10 Toilets,Allen Avenue
33,Land,Mobolaji Bank Anthony Way Ikeja Lagos,₦,"200,000,000",0,0,0,0 beds,0 baths,0 Toilets,Awolowo Way
34,4bedroom Flat With Bq,Opebi Ikeja Lagos,₦,"1,500,000",0,0,0,0 beds,0 baths,0 Toilets,Opebi
35,Available Land,Magodo Phase2 Ikeja Lagos,₦,"55,000,000",0,0,0,0 beds,0 baths,0 Toilets,Omole
36,A Strategic Commercial 5 Floors Building,Toyin Street Ikeja Lagos,₦,"300,000,000",0,0,0,0 beds,0 baths,0 Toilets,Other Ikeja
37,Top Notch Tastefully Finished 4 Bedroom Terrace Duplex,Ladoke Akintola Street Ikeja Gra Ikeja Lagos,₦,"160,000,000",1,0,0,4 beds,4 baths,5 Toilets,GRA
38,3 Bedroom Duplex With A Mini Flat,Ikeja Gra Ikeja Lagos,₦,"850,000,000",0,0,0,0 beds,0 baths,0 Toilets,GRA
39,Executive Brand New 4 Bedroom Semi Detached Duplex With Bq,Skarplight Estate Via Ikeja Ikeja Lagos,₦,"45,000,000",0,1,1,4 beds,5 baths,5 Toilets,Other Ikeja
40,Land,Opic Estate Ikeja Lagos,₦,"9,000,000",0,0,0,0 beds,0 baths,0 Toilets,Other Ikeja
41,"12,000 Sq.meter Land",Ikeja Oba Akran Ikeja Lagos,₦,"1,300,000,000",0,0,0,0 beds,0 baths,0 Toilets,Other Ikeja
42,Office Complex 9 Floors,Allen Avenue Allen Avenue Ikeja Lagos,₦,"4,000,000,000",0,0,0,0 beds,0 baths,0 Toilets,Allen Avenue
43,4bedroom Duplex In A Serene Neighborhood,Mares Garden Ikeja Gra Ikeja Lagos,₦,"200,000,000",0,0,0,4 beds,5 baths,5 Toilets,GRA
44,A Storey Building Of 20 Rooms ( Tenement),Oregun Ikeja Lagos,₦,"65,000,000",0,0,0, beds, baths, Toilets,Oregun
45,Newly Built 7 Units Of 3 Bedroom Flat For Residential Or Commerical Purpose,"Nice Environment Off Allen Avenue Ikeja, Lagos Allen Avenue Ikeja Lagos",₦,"550,000,000",0,1,0,3 beds,4 baths,4 Toilets,Allen Avenue
46,Newly Built And Exquisite 5 Bedroom Duplex,Ikeja Gra Ikeja Lagos,₦,"180,000,000",0,1,0,0 beds,0 baths,0 Toilets,GRA
47,A 5 Star Hotel,Airport Road Lagos State Airport Road(ikeja) Ikeja Lagos,₦,"1,500,000,000",1,1,1,0 beds,0 baths,0 Toilets,Airport Road
48,4bedroom Semi Detached Duplex With Bq,Ogundana Axis Allen Avenue Ikeja Lagos,₦,"75,000,000",0,0,0,4 beds,5 baths,5 Toilets,Allen Avenue
49,A Newly Built 4 Bedroom Massionate Duplex,Awuse Estate Opebi Opebi Ikeja Lagos,₦,"90,000,000",0,1,0,4 beds,4 baths,5 Toilets,Opebi
50,Land,Alausa Ikeja Lagos,₦,"300,000",0,0,0,0 beds,0 baths,0 Toilets,Alausa
51,Newly Built And Beautifully Finished 3 Bedroom Flat,Off Allen Avenue Allen Avenue Ikeja Lagos,₦,"50,000,000",0,1,0,3 beds,0 baths,0 Toilets,Allen Avenue
52,Shops For Sale,Airport Road(ikeja) Ikeja Lagos,₦,"8,000,000",0,0,0, beds, baths, Toilets,Airport Road
53,A Functional 33 Rooms Hotel Built On 2100sqm Of Land,Ikeja Gra Ikeja Lagos,₦,"3,800,000,000",1,0,0,10 beds,0 baths,0 Toilets,GRA
54,4bedroom Terrace Duplex With 2living Rooms And 2car Garage,Opebi Ikeja Lagos Opebi Ikeja Lagos,₦,"120,000,000",0,0,0,4 beds,5 baths,5 Toilets,Opebi
55,Newly Built 3bedroom Flat,Off Opebi Road. Opebi Ikeja Lagos,₦,"60,000,000",0,0,0,3 beds,3 baths,4 Toilets,Opebi
56,A Storey Building On Half Plot,Akorowunfayo Street Ikeja Lagos,₦,"27,000,000",0,0,0,0 beds,0 baths,0 Toilets,Other Ikeja
57,34 Modern Hotel Rooms Plus Conference Room And Swimming Pool,Ikeja Gra Ikeja Lagos,₦,"2,200,000,000",0,0,0,0 beds,0 baths,0 Toilets,GRA
58,20000 Sq Mtr Land With Structure,Isaac John Ikeja Gra Ikeja Lagos,₦,"900,000,000",0,0,0,0 beds,0 baths,0 Toilets,GRA
59,Land,Otunba Jobi Fele Road Alausa Ikeja Alausa Ikeja Lagos,₦,"780,000,000",0,0,0,0 beds,0 baths,0 Toilets,Alausa
60,Lovely 7 Bedroom Duplex,Allen Avenue Ikeja Lagos,₦,"100,000,000",0,0,0,0 beds,0 baths,0 Toilets,Allen Avenue
61,4 Bedroom Terrace Duplex,Adeniyi Jones Ikeja Lagos,₦,"150,000,000",1,1,0,4 beds,0 baths,0 Toilets,Adeniyi Jones
62,A Tastefully Brand New 5 Bedroom Detached,Ikeja Gra Ikeja Lagos,₦,"250,000,000",0,1,0,5 beds,5 baths,6 Toilets,GRA
63,4 Bedrooms Semi Detached Duplex,Within A Restricted Estate At Alausa Alausa Ikeja Lagos,₦,"90,000,000",0,0,0,4 beds,4 baths,4 Toilets,Alausa
64,3 Bedroom Apartment,Close To Maryland Ikeja Gra Ikeja Lagos,₦,"65,000,000",0,1,1,0 beds,0 baths,0 Toilets,GRA
65,4 Bedroom Terrace Duplex With A Room Bq,"Awuse Estate Opebi Ikeja, Lagos State Opebi Ikeja Lagos",₦,"100,000,000",0,0,0,0 beds,0 baths,0 Toilets,Opebi
66,"Fully Furnished 6 & 3 Bed Duplexes, 2 Bed Apartment With Swimming Pool",Ajao Estate By Chivita Airport Road(ikeja) Ikeja Lagos,₦,"180,000,000",0,0,0, beds, baths, Toilets,Airport Road
67,Newly Built En Suite Luxury 3 Bedroom Flat With A Bq,Ikeja Gra Ikeja Gra Ikeja Lagos,₦,"90,000,000",0,1,0,3 beds,3 baths,4 Toilets,GRA
68,Exquisitely Finished 5bedroom Detached,Ikeja Gra Ikeja Lagos,₦,"230,000,000",0,0,0,0 beds,0 baths,0 Toilets,GRA
69,Land,Off Kusiratu Abiola Oregun Ikeja Lagos,₦,"15,000,000",0,0,0,0 beds,0 baths,0 Toilets,Oregun
70,2 Acres Of Virgin Land,Ikeja Lagos,₦,"150,000,000",0,0,0,2 beds,0 baths,0 Toilets,Other Ikeja
71,Newly Built 7 Units Of 3 Bedroom Flat. For Residential Or Commerical Purposes,"In A Nice Environment Off Allen Avenue Ikeja, Lagos. Allen Avenue Ikeja Lagos",₦,"550,000,000",0,0,0,3 beds,4 baths,4 Toilets,Allen Avenue
72,A 5 Bedroom Detached Duplex,Ikeja Gra Ikeja Lagos,₦,"500,000,000",0,0,0,5 beds,5 baths,6 Toilets,GRA
73,2 No's Of 5 Bedroom Semi Detached Duplex With Good Location,Ikeja Gra Ikeja Lagos,₦,"205,000,000",0,0,0,10 beds,10 baths,10 Toilets,GRA
74,2 & 3 Bedroom Apartment,Obafemi Awolowo Way Ikeja Lagos,₦,"55,000,000",0,0,0,2 beds,2 baths,2 Toilets,Awolowo Way
75,2 Storey Block Of 6 Flats,Off Salvation Road Opebi Ikeja Lagos,₦,"185,000",0,0,0,3 beds, baths, Toilets,Opebi
76,A Bare Plot Of Land Measuring 1167sqm,Ikeja Gra Ikeja Gra Ikeja Lagos,₦,"500,000,000",0,0,0,0 beds,0 baths,0 Toilets,GRA
77,Parcel Of Land Approx 320sqm For Sales In Serene Environment,Oregun Ikeja Lagos,₦,"25,000,000",0,0,0, beds, baths, Toilets,Oregun
78,5 Bedroom Fully Detached Duplex With A Room Bq,Oduduwa Crescent Ikeja Gra Ikeja Lagos,₦,"250,000,000",0,1,0,5 beds,5 baths,6 Toilets,GRA
79,4bedroom Maisonette,"Opposite Lagos State Police Command,gra Ikeja. Ikeja Gra Ikeja Lagos",₦,"70,000,000",0,0,0,4 beds,0 baths,0 Toilets,GRA
80,4 Bedroom Terrace Duplex,Awuse Estate Opebi Ikeja Lagos Opebi Ikeja Lagos,₦,"90,000,000",0,0,0,0 beds,0 baths,0 Toilets,Opebi
81,Brand New 4 Bedroom Detached Duplex With Bq,Ikeja Gra Ikeja Lagos,₦,"255,000,000",1,1,0,4 beds,4 baths,5 Toilets,GRA
82,4 Bedroom Terraced Duplex,Allen Avenue Ikeja Lagos,₦,"150,000,000",0,0,0, beds, baths, Toilets,Allen Avenue
83,1 Storey Building Of 21 Rooms,Oba Akran Ikeja Lagos,₦,"150,000,000",0,0,0,0 beds,0 baths,0 Toilets,Other Ikeja
84,5 Bedroom Detached House With 2 Room Bq,Opebi Ikeja Lagos,₦,"250,000,000",0,0,0,5 beds,5 baths,5 Toilets,Opebi
85,Luxury 4 Bedroom Semi Detached Duplex,Adeniyi Jones Ikeja Lagos,₦,"140,000,000",0,0,1,4 beds,5 baths,5 Toilets,Adeniyi Jones
86,4 Bedroom Duplex,Alausa Ikeja Lagos,₦,"90,000,000",0,0,0,4 beds,4 baths,4 Toilets,Alausa
87,5bedroooms Duplex,Ikeja Gra Ikeja Lagos,₦,"280,000,000",0,1,0,5 beds,5 baths,6 Toilets,GRA
88,Land,Magodo Ph1 Ikeja Lagos,₦,"70,000,000",0,0,0,0 beds,0 baths,0 Toilets,Omole
89,Newly Built 5bedroom Detach Duplex,Ikeja Gra Ikeja Lagos,₦,"300,000,000",0,0,0,5 beds,0 baths,0 Toilets,GRA
90,Fantastic 4 Bedroom House Measuring 1445.906 Sqm,No 30 Airport Road Airport Road(ikeja) Ikeja Lagos,₦,"750,000,000",0,0,0,4 beds,5 baths,5 Toilets,Airport Road
91,Functioning Construction Company,Ikeja Ikeja Lagos,$,"20,000,000",0,0,0,0 beds,0 baths,0 Toilets,Other Ikeja
92,20000 Sq Mtr Land With Structure,Isaac John Ikeja Gra Ikeja Lagos,₦,"900,000,000",0,0,0,0 beds,0 baths,0 Toilets,GRA
93,Land,Channles Tv Hq Alausa Ikeja Lagos,₦,"25,000,000",0,0,0,0 beds,0 baths,0 Toilets,Alausa
94,14106.827 Sqm Of Land,Obafemi Awolowo Way Ikeja Lagos,₦,"3,600,000,000",0,0,0,0 beds,0 baths,0 Toilets,Awolowo Way
95,5 Bedrooms Duplex And Two Bedrooms Boys Quarter,Opebi Ikeja Lagos,₦,"200,000,000",0,0,0,5 beds,0 baths,0 Toilets,Opebi
96,Newly Built Luxuriously Finished 2 Units 4 Bedroom Semi Detached Duplexes,Ikeja Gra Ikeja Lagos,₦,"270,000,000",0,1,1,4 beds,4 baths,5 Toilets,GRA
97,An Electrical Factory,Ikeja Lagos,₦,"3,500,000,000",0,0,0,0 beds,0 baths,0 Toilets,Other Ikeja
98,5100sqm Land,Awolowo Way Ikeja Lagos,₦,"2,000,000,000",0,0,0,0 beds,0 baths,0 Toilets,Awolowo Way
99,Elegant 6 Bedrooms Ensuite Duplex,Ajao Estate Airport Road(ikeja) Ikeja Lagos,₦,"160,000,000",0,0,0,10 beds,10 baths,10 Toilets,Airport Road
100,6 Bedroom Duplex,Off Allen Avenue Allen Avenue Ikeja Lagos,₦,"120,000,000",0,0,0,6 beds,6 baths,6 Toilets,Allen Avenue
101,Furnished 1 Bedroom Flat In A Serene Close,Allen Avenue Ikeja Lagos,₦,"16,000,000",0,0,0,1 beds,2 baths,2 Toilets,Allen Avenue
102,"Clean 4 Nos Of 3 Bedroom Flat Off Allen Avenue Ikeja, Lagos. ( For Residential & Commerical Purpose)","Off Allen Avenue Ikeja, Lagos. Allen Avenue Ikeja Lagos",₦,"120,000,000",0,0,0,3 beds,3 baths,3 Toilets,Allen Avenue
103,Land,Between Anthony And Maryland Mobolaji Bank Anthony Way Ikeja Lagos,₦,"850,000,000",0,0,0,0 beds,0 baths,0 Toilets,Awolowo Way
104,Newly Built 4 Bedroom Semi Detached Duplex + 1 Room Bq,Ikeja Gra Ikeja Lagos,₦,"140,000,000",0,0,0,4 beds,4 baths,5 Toilets,GRA
105,For Sale:2bedroom Bungalow In An Estate At Allen Ikeja N12m Asking,Allen Avenue Ikeja Lagos,₦,"12,000,000",0,0,0,2 beds,2 baths,2 Toilets,Allen Avenue
106,Tastefully Finished New 5 Bedroom Fully Detached Duplex, Adeniyi Jones Ikeja Lagos,₦,"160,000,000",0,0,0,0 beds,0 baths,0 Toilets,Adeniyi Jones
107,Land,Kudirat Abiola Oregun Ikeja Lagos,₦,"380,000,000",0,0,0,0 beds,0 baths,0 Toilets,Oregun
108,Newly Built 4 Bedroom Maisonette With 1 Room Bq,"Boet Estate, Adeniyi Jones Ikeja Lagos",₦,"120,000,000",1,1,0,4 beds,4 baths,5 Toilets,Adeniyi Jones
109,2 Units 4bedroom Semi Detached Duplex With 2rooms Bq,Off Salvation Road Opebi Ikeja Lagos,₦,"250,000,000",0,0,0,4 beds,4 baths,4 Toilets,Opebi
110,7unites Of 5bedroom Service And Fully Furnished Luxury Duplex With A Bq,Adeniyi Jones Ikeja Lagos,₦,"840,000,000",1,0,1,5 beds,4 baths,5 Toilets,Adeniyi Jones
111,Well Finished Hotel,"Gra, Ikeja Ikeja Lagos",₦,"2,300,000,000",0,0,0,10 beds,0 baths,0 Toilets,Other Ikeja
112,"Office Building On 3 Floors At Adebayo Akannde, Oregun",Oregun Ikeja Lagos,₦,"500,000,000",0,0,0, beds, baths, Toilets,Oregun
113,4 Bedroom Detached Duplex,Alausa Ikeja Lagos,₦,"180,000,000",0,0,0,0 beds,0 baths,0 Toilets,Alausa
114,4 Units Of 3 Bedroom Flat On 732sqm,"Orimolade Street, Ogba Ikeja Lagos",₦,"60,000,000",0,0,0,3 beds,3 baths,4 Toilets,Other Ikeja
115,Lovely Built 4bedroom Semi Detached Duplex,Salvation Road Opebi Ikeja Lagos,₦,"90,000,000",0,1,1,4 beds,4 baths,5 Toilets,Opebi
116,2 And Half Plot Of Land With Story Building,Mangoro Ikeja Lagos,₦,"85,000,000",0,0,0,0 beds,0 baths,0 Toilets,Other Ikeja
117,A Functional Hotel,Ikeja Ikeja Lagos,₦,"1,400,000,000",0,0,0,0 beds,0 baths,0 Toilets,Other Ikeja
118,4 Bedrooms Terrace And 5 Bedrooms Terrace + 1 Room Bq,Adebola Solanke Allen Avenue Ikeja Lagos,₦,"120,000,000",0,0,0,4 beds,4 baths,5 Toilets,Allen Avenue
119,Newly Built 3 Bedroom Flat + Bq,"In A Serene Environment Of Ikeja Gra, Lagos Ikeja Gra Ikeja Lagos",₦,"85,000,000",1,1,0,3 beds,4 baths,4 Toilets,GRA
120,4 Bedroom Detached Duplex,Ikeja Gra Ikeja Lagos,₦,"270,000,000",0,0,0,4 beds,4 baths,5 Toilets,GRA
121,2 Bedrooms Flat,Agidingbi Ikeja Lagos,₦,"45,000,000",0,0,0,2 beds,2 baths,2 Toilets,Agidingbi
122,Metro Hotel,"Airport Road, Ikeja Airport Road(ikeja) Ikeja Lagos",₦,"400,000,000",0,0,0,10 beds,10 baths,0 Toilets,Airport Road
123,A 10 Bedroom Detached Duplex,Adeniyi Jones Adeniyi Jones Ikeja Lagos,₦,"400,000,000",0,0,0,10 beds,10 baths,10 Toilets,Adeniyi Jones
124,9 Floors Commercial Building,Allen Axis Allen Avenue Ikeja Lagos,₦,"2,000,000,000",0,0,1,9 beds,9 baths,9 Toilets,Allen Avenue
125,Executive 5bedroom Detached Duplex,Adeniyi Jones Ikeja Lagos,₦,"140,000,000",0,1,0,5 beds,5 baths,6 Toilets,Adeniyi Jones
126,4 Bedroom Wing Of Duplex,Adeniyi Jones Ikeja Lagos,₦,"200,000,000",0,0,0,0 beds,0 baths,0 Toilets,Adeniyi Jones
127,5 Bedroom Semi Detached Duplex,Alausa Ikeja Lagos,₦,"100,000,000",0,0,0,5 beds,5 baths,7 Toilets,Alausa
128,4 Acres Of Land,Ikeja Lagos,₦,"150,000",0,0,0,0 beds,0 baths,0 Toilets,Other Ikeja
129,Relatively New Five Bedroom Fully Detached Duplex With Bq,Off Adeniyi Jones Ikeja Lagos,₦,"180,000,000",0,0,0,5 beds,6 baths,6 Toilets,Adeniyi Jones
130,5 Bedroom Duplex,Off Toyin Toyin Street Ikeja Lagos,₦,"100,000,000",0,0,0,5 beds,6 baths,6 Toilets,Other Ikeja
131,2arces And 2plots At Kudirat Abiola Way Oregun Ikeja Lagos Suitable For Any Kind Of Purpose,Kudirat Abiola Way Oregun Ikeja Lagos Oregun Ikeja Lagos,₦,"2,400,000,000",0,0,0, beds, baths, Toilets,Oregun
132,A Well Furnished Spacious 3 Bedrooms Ensuite Bathroom Flat Upstairs With Bq,Adeniyi Jones Ikeja Lagos,₦,"65,000,000",0,0,0,3 beds,4 baths,4 Toilets,Adeniyi Jones
133,Land,Opic Estate Via Ikeja Ikeja Lagos,₦,"14,000,000",0,0,0,0 beds,0 baths,0 Toilets,Other Ikeja
134,4 Bedroom Terrace Duplex,Awuse Estate Opebi Ikeja Lagos,₦,"120,000,000",0,0,0,4 beds,4 baths,5 Toilets,Opebi
135,Prime Fenced 3120sqm Land,Ikeja Gra Ikeja Lagos,₦,"1,300,000,000",0,0,0, beds, baths, Toilets,GRA
136,8 Units Of Three Bedroom Flat With A Room Bq,Opebi Ikeja Lagos,₦,"60,000,000",0,0,0, beds, baths, Toilets,Opebi
137,A Full Functional Hotel Sitting,Ikeja Lagos,₦,"1,200,000,000",0,0,0,10 beds,0 baths,0 Toilets,Other Ikeja
138,Commercial Land/plot,Z Oregun Ikeja Lagos,₦,"150,000,000",0,0,0,0 beds,0 baths,0 Toilets,Oregun
139,2 Bedroom Apartment,Maryland Ikeja Lagos,₦,"45,000,000",0,0,0,2 beds,0 baths,0 Toilets,Maryland
140,A Cable Producing Factory,Ikeja Industrial Area Ikeja Lagos,₦,"3,500,000,000",0,0,0,0 beds,0 baths,0 Toilets,Other Ikeja
141,A Newly Built 4 Bedrooms Massionate,Adeniyi Jones Adeniyi Jones Ikeja Lagos,₦,"120,000,000",0,1,0,4 beds,4 baths,5 Toilets,Adeniyi Jones
142,7000 Square Meters Land,Mobolaji Bank Anthony Way Ikeja Lagos,₦,"5,000,000,000",0,0,0, beds, baths, Toilets,Awolowo Way
143,Newly Built 3 Bedroom Flat In A Perfect Neighbourhood,Maryland Ikeja Lagos,₦,"50,000,000",1,1,0,3 beds,3 baths,3 Toilets,Maryland
144,Newly Completed 5bedroom Duplex,Ikeja Gra Ikeja Lagos,₦,"250,000,000",0,0,0,0 beds,0 baths,0 Toilets,GRA
145,Spacious 4 Bedroom Fully Detached Duplex,Salvation Road Opebi Ikeja Lagos,₦,"140,000,000",1,1,1,4 beds,4 baths,5 Toilets,Opebi
146,Newly Built/furnished 4 Bedroom Fully Detached Duplex,Omole Phase 2 Unity Road Ikeja Lagos,₦,"80,000,000",0,1,1,0 beds,0 baths,0 Toilets,Airport Road
147,Block Of Terrace 1# 4bedroom + Bq,Ikeja Gra Ikeja Lagos,₦,"130,000,000",1,0,0,4 beds,6 baths,6 Toilets,GRA
148,Block Of Flats Of 3 Bedrooms Each + Bq,Ikeja Gra Ikeja Lagos,₦,"80,000,000",0,0,1,3 beds,4 baths,4 Toilets,GRA
149,"Industrial Property On 4.6 Acres Nested Within The Popular Ikeja Industrial Area, Ikeja, Lagos","Within Ikeja Industrial Area, Ikeja Ikeja Lagos",₦,"4,500,000,000",0,0,0, beds, baths, Toilets,Other Ikeja
150,2 Bedroom Flat(all Rooms Ensuite),Agidingbi Ikeja Lagos,₦,"50,000,000",0,0,0,3 beds,3 baths,3 Toilets,Agidingbi
151,Exquisitely Built 3 Bedrooms Terrace Duplex,Agidingbi Ikeja Lagos,₦,"40,000,000",0,0,0,3 beds,3 baths,4 Toilets,Agidingbi
152,A Plot Of Land,Off Adebola Solanke Area Allen Avenue Ikeja Lagos,₦,"110,000,000",0,0,0,0 beds,0 baths,0 Toilets,Allen Avenue
153,4 Bedrooms Terrace And 5bedrooms Terrace + 1 Room Bq,Adebola Solanke Allen Avenue Ikeja Lagos,₦,"120,000,000",0,0,0,4 beds,4 baths,5 Toilets,Allen Avenue
154,Newly Built Luxury 4 Bedroom Fully Furnished And Fully Serviced Terrace Duplex,Grandville Estate Ikeja Gra Lagos State. Ikeja Gra Ikeja Lagos,₦,"160,000,000",1,1,0,4 beds,5 baths,5 Toilets,GRA
155,Brand New 4 Bedroom Terrace Duplex With 1 Bq,Ikeja Gra Ikeja Lagos,₦,"120,000,000",0,0,0,0 beds,0 baths,0 Toilets,GRA
156,Bare Land In A Serene Environment,Remi Fani Kayode Avenue Ikeja Gra Ikeja Lagos,₦,"350,000,000",0,0,0, beds, baths, Toilets,GRA
157,Newly Built 4bedroom Duplex In A Serene Neighborhood,Ikeja Adeniyi Jones Ikeja Lagos,₦,"70,000,000",0,0,0,4 beds,5 baths,5 Toilets,Adeniyi Jones
158,Lovely 7 Bedroom Duplex,Allen Avenue Ikeja Lagos,₦,"100,000,000",0,0,0,0 beds,0 baths,0 Toilets,Allen Avenue
159,"Urgent Sale, 2400sqm Open Land Along Lagos To Ikorodu Road Between Anthony And Maryland",Between Anthony And Maryland Mobolaji Bank Anthony Way Ikeja Lagos,₦,"850,000,000",0,0,0, beds, baths, Toilets,Awolowo Way
160,Newly Built 4 Bedroom Terrace Duplex,Ikeja Gra Ikeja Gra Ikeja Lagos,₦,"170,000,000",0,1,0,4 beds,4 baths,5 Toilets,GRA
161,4 Bedroom Town House,Allen Avenue Ikeja Lagos,₦,"135,000,000",1,1,1,4 beds,5 baths,5 Toilets,Allen Avenue
162,Newly Built Four (4) Bedroom Terrace Duplex With A Room Bq,Femi Fani Kayode Street Ikeja Gra Ikeja Lagos,₦,"165,000,000",0,1,0,4 beds,4 baths,5 Toilets,GRA
163,5 Bedroom Detached Duplex With A Bq,Ikeja Gra Ikeja Lagos,₦,"250,000,000",0,0,0,5 beds,0 baths,0 Toilets,GRA
164,5numbers Of 4bedroom Terrace Duplex,Adeniyi Jones Ikeja Lagos,₦,"125,000,000",0,0,0,0 beds,0 baths,0 Toilets,Adeniyi Jones
165,Brand New 5 Bedrooms Detached House,Ikeja Gra Ikeja Lagos,₦,"250,000,000",0,0,0,0 beds,0 baths,0 Toilets,GRA
166,College,Agidingbi Ikeja Lagos,₦,"650,000,000",0,0,0,0 beds,0 baths,0 Toilets,Agidingbi
167,Mega Filling Station,Ikeja Lagos,₦,"950,000,000",0,0,0,0 beds,0 baths,0 Toilets,Other Ikeja
